page,2019-02 pi,2019-02 v,2019-03 pi,2019-03 v,2019-04 pi,2019-04 v,2019-05 pi,2019-05 v,2019-06 pi,2019-06 v,2019-07 pi,2019-07 v,2019-08 pi,2019-08 v,2019-09 pi,2019-09 v,2019-10 pi,2019-10 v,2019-11 pi,2019-11 v,2019-12 pi,2019-12 v,2020-01 pi,2020-01 v,2020-02 pi,2020-02 v,2020-03 pi,2020-03 v,2020-04 pi,2020-04 v,2020-05 pi,2020-05 v,2020-06 pi,2020-06 v,2020-07 pi,2020-07 v,2020-08 pi,2020-08 v,2020-09 pi,2020-09 v,2020-10 pi,2020-10 v,2020-11 pi,2020-11 v,2020-12 pi,2020-12 v,2021-01 pi,2021-01 v,2021-02 pi,2021-02 v,2021-03 pi,2021-03 v,2021-04 pi,2021-04 v
berlin-um-1800-atom-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,2,2,17,17,23,22,35,30,16,15,16,15,7,6
ordnungsamt-online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,6,6,21,16,7,6
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-17,18,18,14,14,5,5,7,7,15,14,5,5,5,2,4,4,10,10,8,7,8,8,11,9,15,12,14,13,17,17,15,15,16,16,3,2,19,13,16,10,7,7,4,3,3,2,13,10,7,7,1,1,6,6
luftbilder-1928-maßstab-14-000-wms-3,,,,,,,,,,,,,4,4,1,1,12,10,6,6,3,2,13,13,21,20,26,23,50,40,43,38,38,37,65,43,60,28,38,21,26,23,24,18,20,16,22,19,15,15,31,31,6,6
covid-19-berlin-verteilung-den-bezirken-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,15,,,,,,,,,,,,,,,6,6
geometrien-der-wahlbezirke-für-die-bundestagswahl-berlin-2017,41,33,37,36,30,27,123,104,27,23,14,12,25,22,20,16,7,7,11,7,10,8,19,16,11,7,6,6,16,12,16,14,15,15,12,12,30,14,11,5,5,4,9,8,10,10,7,6,2,2,6,5,6,6
sozialversicherungspflichtige-beschäftigte-berlin,,,,,,,,,,,,,,,,,,,,,,,,,33,32,23,20,20,20,15,14,19,15,16,13,21,14,10,7,5,5,9,9,2,2,9,7,10,8,20,14,6,6
bestand-windkraftanlagen-berlin,,,1,1,,,,,,,,,,,2,2,1,1,3,3,,,3,2,1,1,1,1,9,7,9,9,10,8,4,3,26,10,14,9,8,8,14,12,4,4,14,12,15,11,19,11,6,6
gesundheitsberichterstattung-berlin-kontext-gesundheitsmonitoring-2018,3,3,12,11,8,8,10,10,4,4,6,6,3,3,3,3,9,8,9,8,1,1,6,5,3,3,6,6,8,8,1,1,1,1,2,2,2,1,3,2,,,,,3,2,5,5,5,3,2,2,6,6
alkis-berlin-gemeinde-wfs,,,,,,,,,,,,,9,7,25,24,4,4,21,20,5,4,24,19,22,20,16,12,8,7,10,7,7,6,7,6,11,6,8,4,3,3,7,4,8,6,7,5,5,4,3,3,6,6
angebote,1,1,10,7,3,3,4,4,4,4,7,7,27,23,9,7,11,10,13,12,13,10,9,9,6,6,6,6,8,8,18,14,8,8,15,9,9,5,11,5,3,3,9,8,7,6,4,4,1,1,6,5,6,6
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,47,21,7,4,13,12,9,8,10,9,10,8,,,6,6
höhenlage-im-inspire-datenmodell-bildbasiertes-digitales-oberflächenmodell-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,6,6
unternehmensregister-im-land-berlin-und-brandenburg,4,4,10,10,11,10,12,12,7,7,19,17,10,10,20,14,21,18,19,19,19,15,23,20,21,18,17,16,22,19,18,18,13,12,20,15,26,14,16,6,2,2,4,4,9,7,15,10,5,4,14,10,6,6
verkehrsmengen-2014-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,7,5
bodenrichtwerte-01012021-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5
karte-von-berlin-15000-k5-farbausgabe-wms,3,3,13,12,12,10,6,5,19,12,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5
verdiensterhebung-im-land-berlin-und-brandenburg,4,4,4,2,4,4,5,5,2,2,15,13,12,11,3,3,6,5,4,4,1,1,3,3,4,3,2,2,2,2,4,4,,,2,2,4,2,4,2,7,6,9,8,5,5,8,7,6,5,1,1,7,5
doppelhaushalt-20202021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,21,10,17,9,,,13,10,8,5,2,2,3,2,10,8,7,5
berlin-um-1850-wms,,,,,,,,,,,,,4,3,8,8,,,3,3,3,3,5,5,,,1,1,8,7,5,5,3,2,14,11,1,1,9,5,16,16,22,22,27,26,24,23,15,15,21,21,6,5
3d-gebäudemodelle-im-level-detail-2-lod-2-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,1,1,7,6,6,5
verlauf-der-berliner-mauer-1989-polit-grenze-abweichend-vom-mauerverlauf-wfs-1,,,,,,,,,,,,,2,2,5,4,2,2,20,20,6,6,8,7,8,8,4,4,9,6,5,5,1,1,7,7,8,8,12,9,4,4,5,5,6,6,27,25,10,9,6,5,6,5
strat-lärmkarte-gesamtlärmindex-ln-nacht-raster-2017-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,,,2,2,,,,,,,1,1,1,1,,,,,,,,,6,5
liste-der-häufigen-vornamen-2013,57,55,67,65,48,46,50,48,35,34,43,41,61,59,28,25,41,39,56,46,43,41,70,67,54,50,36,34,28,27,40,37,20,17,21,19,44,18,21,13,15,13,9,8,11,11,24,17,9,7,10,9,6,5
elektro-ladesäulen-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,20,17,4,4,1,1,2,1,4,2,6,3,,,10,10,9,9,6,6,2,2,6,5
erhaltungsverordnungsgebiete-erhaltung-der-städtebaulichen-eigenart-wfs,,,,,,,,,,,,,,,2,2,,,1,1,3,3,,,5,4,2,2,10,8,4,4,5,3,9,5,12,6,12,5,,,3,3,4,2,1,1,11,6,3,3,6,5
parkraumbewirtschaftung-im-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,71,55,26,24,4,4,4,3,5,5,5,5,11,9,24,17,59,24,11,5,6,6,1,1,3,3,5,4,,,3,3,6,5
standorte-von-altglascontainern-auf-öffentlichem-straßenland-charlottenburg-wilmersdorf,,,1,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,5
luftbilder-1992-maßstab-110-000-wfs,,,,,,,,,10,4,6,5,3,3,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5
suchbegriffe-datenberlinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,46,27,22,57,23,44,24,20,19,29,24,8,8,10,9,22,17,9,5,6,5
berlin-um-1986-wms,,,3,3,6,6,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
energie-und-co2-bilanz-im-land-berlin-und-brandenburg,15,11,54,48,23,20,22,19,37,33,51,43,40,37,19,16,23,19,21,19,30,22,45,41,36,34,40,37,26,22,13,11,22,19,15,12,13,8,15,10,8,7,9,6,16,14,11,11,15,15,8,7,5,5
solaranlagen-pv-deckungsrate-pro-postleitzahl-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,1,1,,,1,1,,,,,1,1,,,,,,,,,5,5
öpnv-vorrangnetz-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,7,5,1,1,2,2,5,5
bodenrichtwerte-01012020-wfs,,,,,,,,,,,,,,,,,,,,,,,,,6,4,9,7,10,9,5,3,6,6,8,5,10,5,30,16,8,5,5,5,15,14,18,13,12,12,24,17,5,5
liste-der-häufigen-vornamen-2012,23,18,17,15,9,8,9,9,5,5,6,6,13,12,4,4,9,9,15,14,8,7,22,22,20,19,4,3,8,8,12,11,5,5,13,9,14,9,14,8,11,10,4,3,6,4,42,32,7,7,25,18,5,5
radverkehrsanlagen-wms,2,2,19,17,50,47,15,15,8,6,,,,,,,,,,,,,,,1,1,,,3,3,,,3,1,,,,,,,2,1,,,,,,,,,,,5,5
berlin-um-1650-wms,8,6,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
straßenbefahrung-2014-gehweg-wfs-0,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,,,2,2,30,28,28,20,17,10,49,13,6,3,12,11,8,6,4,4,7,7,11,9,12,10,5,5
luftbilder-1928-maßstab-14-000-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
schwengelpumpen-im-bezirk-friedrichshain-kreuzberg,,,,,,,118,47,47,44,4,4,21,19,12,12,5,4,1,1,2,2,1,1,8,7,8,6,10,4,4,4,10,7,16,8,29,16,11,5,1,1,3,3,2,2,2,2,1,1,1,1,5,5
universitäten-berlin-und-deutschland,4,4,12,10,7,7,5,4,1,1,6,6,13,13,4,4,6,5,10,8,10,9,8,8,4,4,5,5,10,9,8,8,4,4,3,3,9,4,1,1,2,2,3,2,6,5,3,3,1,1,5,4,5,5
kamerale-monatsdaten-bezirk-lichtenberg-2018,9,8,12,11,15,8,6,6,10,9,10,10,7,7,4,4,3,3,13,13,8,7,18,18,20,19,19,16,9,9,7,7,15,15,4,4,23,12,15,7,13,12,10,10,4,3,15,15,14,14,9,9,5,5
orte-für-kinder-jugend-und-familie,1,1,4,4,9,9,11,11,5,4,3,3,12,11,10,9,2,2,6,5,15,15,23,18,13,13,10,10,7,7,19,17,4,4,2,2,6,5,26,16,3,2,3,3,5,4,2,2,,,3,3,5,5
vorhaben-und-projektliste-des-bezirksamtes-pankow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,4,4,4,4,5,5
bodenrichtwerte-01012021-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
baumbestand-berlin-wms,3,3,,,1,1,2,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
straßenbefahrung-2014-sitzbank-wfs-0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,1,1,3,3,1,1,1,1,7,4
liste-der-häufigen-vornamen-2016,54,45,45,38,35,26,65,56,18,15,19,17,19,17,18,18,22,17,16,13,18,16,39,36,18,17,8,8,10,9,4,4,9,6,16,9,16,8,3,2,14,11,9,8,16,13,42,34,11,9,14,13,6,4
geometrien-der-wahlkreise-für-die-abgeordnetenhauswahl-berlin-2016,10,6,14,14,5,4,9,9,8,6,10,10,12,8,14,10,16,14,6,4,5,3,8,8,8,7,9,8,9,7,3,3,20,15,3,3,29,13,15,11,5,5,1,1,,,,,4,4,7,7,6,4
schornsteinfegerkehrbezirke-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,6,4
standorte-von-altglascontainern-auf-öffentlichem-straßenland-charlottenburg-1,16,12,11,10,10,8,2,2,10,7,7,7,13,13,3,3,8,7,14,12,10,9,33,26,16,13,7,5,6,4,9,4,5,5,8,7,13,8,9,4,4,4,12,11,9,9,9,7,5,5,3,3,6,4
versammlungen-im-land-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,6,4
wasserschutzgebiet-johannisthal-vorläufige-anordnung-wfs,,,,,,,,,,,,,2,2,6,5,7,7,1,1,1,1,10,8,8,8,9,7,20,13,8,7,13,10,14,7,21,11,,,2,2,2,2,4,3,2,2,5,5,5,5,5,4
standardeinspeisprofil-bhkw-2012-berlin,1,1,5,4,2,2,3,3,3,3,2,2,,,5,4,,,2,2,2,2,5,5,1,1,1,1,,,3,3,5,4,7,6,12,5,4,3,2,1,,,1,1,,,2,2,,,5,4
adressen-berlin-wfs,,,,,,,,,,,1,1,5,5,15,10,6,6,13,11,12,10,15,14,12,12,16,15,23,16,33,28,21,20,27,17,46,18,9,6,5,4,6,4,3,3,10,7,7,5,4,3,5,4
erhaltungsgebiete-nach-paragraph-172-baugb-im-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,67,27,14,10,12,7,48,21,11,8,4,4,4,4,,,,,8,5,5,4
3-eur-ticket,2,2,3,3,2,1,,,1,1,1,1,,,1,1,3,3,5,5,2,2,3,3,3,3,,,4,4,2,2,1,1,1,1,,,1,1,,,5,3,,,,,,,,,5,4
detailnetz-straßenabschnitte-wfs,9,9,2,2,,,,,5,4,6,6,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
städtebauliche-dichte-grundflächenzahl-grz-2011-umweltatlas-wms-1,,,,,,,,,,,,,,,4,3,3,3,1,1,5,5,2,2,,,,,2,2,1,1,6,6,7,4,1,1,7,4,,,,,1,1,5,4,4,3,2,2,5,4
straßenbefahrung-2014-wasserpumpen-und-brunnen-wfs-0,,,,,,,,,,,,,1,1,2,2,2,2,1,1,3,3,10,5,2,1,2,2,2,2,6,5,4,4,12,9,11,7,4,3,,,4,4,2,2,3,3,2,2,1,1,5,4
verschenken-statt-wegwerfen,7,7,11,11,7,7,35,34,27,26,12,12,22,20,9,9,17,15,33,28,11,11,18,17,9,9,9,9,2,2,6,5,6,6,3,3,9,5,10,7,4,4,15,13,3,3,1,1,1,1,4,4,5,4
karte-von-berlin-15000-k5-farbausgabe-wms-1,,,,,,,,,,,,,5,5,10,9,4,4,8,7,2,2,10,6,1,1,1,1,9,9,7,7,11,11,28,19,24,14,22,10,,,6,5,12,11,8,8,7,6,7,4,5,4
luftbilder-1997-maßstab-110-000-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,3,3,3,3,4,4
adressen-berlin-wms,,,,,,,,,,,,,3,3,11,11,7,7,19,18,13,11,8,7,14,12,15,15,18,17,9,9,9,8,9,8,24,12,16,6,1,1,9,4,3,2,3,2,4,4,5,4,4,4
radzähldaten-berlin,2,2,3,3,4,4,2,2,3,2,11,9,4,4,12,6,3,3,3,3,2,2,,,,,4,2,3,3,3,3,8,7,1,1,50,13,4,3,11,9,9,7,2,2,3,3,4,4,3,3,4,4
gebiete-von-außergewöhnlicher-stadtpolitischer-bedeutung-nach-§-9-ag-baugb-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,4,4
gesättigte-wasserdurchlässigkeit-kf-der-böden-2015-umweltatlas-wms,,,,,,,,,,,,,4,4,7,6,6,6,3,3,9,7,2,2,8,6,1,1,3,3,3,3,4,4,4,2,9,4,8,5,,,3,3,2,2,2,2,,,,,4,4
dom-digitales-oberflächenmodell-atom,,,,,,,,,,,,,,,,,,,2,2,3,2,5,3,1,1,4,3,5,3,1,1,1,1,2,1,,,1,1,1,1,3,3,1,1,1,1,,,3,2,4,4
energieverbrauchsübersicht-bezirklicher-gebäude-bezirk-treptow-köpenick-2017-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,4,4
klimamodell-berlin-klimaanalysekarte-2015-straßenflächen-berlin-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze-grünanlagen-wfs,5,5,3,3,9,6,5,5,27,23,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2015-wms,1,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
luftbilder-1928-maßstab-14-000-atom-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,19,15,19,16,32,18,45,17,35,12,6,5,5,5,10,9,6,6,4,3,7,7,4,4
atkis®-dgm-1m-rasterweite-atom,,,21,14,19,13,32,23,3,3,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
alkis-berlin-relief-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
baumbestand-berlin-wms-3,,,,,,,,,,,,,1,1,3,3,5,5,8,7,,,1,1,3,3,3,2,1,1,16,16,8,7,13,5,5,3,9,5,2,2,3,2,1,1,3,2,2,2,,,4,4
vbb-linienfarben-0,19,18,12,11,17,16,11,10,10,10,22,20,10,10,10,10,17,15,17,17,17,15,12,12,10,10,10,10,15,14,7,7,10,9,22,14,26,15,10,6,7,7,10,10,14,13,12,12,6,6,1,1,4,4
ortsteile-von-berlin-wms,1,1,6,5,12,7,3,3,4,3,9,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
einwohnerinnen-und-einwohner-berlin-lor-planungsräumen-am-31122018,,,1,1,,,15,12,174,136,167,139,161,145,140,112,141,121,160,132,167,150,187,152,137,95,80,77,107,90,110,91,89,73,116,62,116,37,8,5,7,7,6,5,5,5,4,4,,,7,5,4,4
hochwassergefahrenkarte-für-hochwasser-mit-niedriger-wahrscheinlichkeit-2019-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,8,4,,,,,,,2,2,1,1,4,3,4,4
berlin-um-1986-atom-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2,2,3,3,8,7,13,13,13,10,12,11,4,4
digitale-topographische-karte-1-25-000-dtk25-atom,2,2,3,3,,,2,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
geplante-bodennutzung-im-inspire-datenmodell-flächennutzungsplan-berlin-2015-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,2,,,,,4,4,,,6,3
wasserschutzgebiet-johannisthal-vorläufige-anordnung-wms-0,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,3,3,5,5,,,2,2,4,3,7,3,4,3,13,7,11,3,,,3,2,1,1,1,1,1,1,3,3,6,3
denkmalkarte-berlin-wms-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,3,,,5,4,6,3
wohnlagen-zum-berliner-mietspiegel-2019-wfs,,,,,,,70,58,11,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3
atkis®-dgm-digitales-geländemodell-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3
detailnetz-berlin-wms-2,,,,,,,,,,,,,1,1,8,6,3,3,7,6,8,7,5,5,6,6,4,4,6,6,6,5,7,5,17,4,12,7,23,10,20,15,3,3,7,4,5,5,5,5,1,1,5,3
gedenktafel-datenbank-berlin-mitte,7,7,4,4,5,5,2,2,2,2,2,2,2,2,,,,,11,11,3,3,,,15,12,3,2,,,,,,,,,,,,,,,,,,,,,,,3,3,5,3
wohnlagenkarte-nach-adressen-zum-berliner-mietspiegel-2017-wms-2,,,,,,,,,,,,,,,4,3,1,1,,,1,1,2,2,5,4,2,2,9,6,5,5,2,2,5,4,9,5,2,1,1,1,,,5,4,1,1,4,4,1,1,5,3
genehmigungsbedürftige-anlagen-betriebsstättenstandorte-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,,,,,,,5,3
grundwassergleichen-2019-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3
berliner-gebäude-atlas-mitte-epsg25833-wfs-0,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,1,4,3,1,1,3,3,4,4,4,4,3,3,4,3,1,1,7,4,2,2,2,2,,,1,1,,,2,2,4,3
einwohnerinnen-und-einwohner-den-ortsteilen-berlins-am-31122018,,,,,,,11,11,62,57,50,42,41,38,43,37,65,54,66,57,38,33,62,51,53,46,47,44,50,47,56,46,39,35,49,34,59,25,20,9,10,8,2,2,2,2,6,5,1,1,3,3,4,3
alters-und-bestandesstruktur-der-wälder-forstbetriebskarte-2014-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
spielplatzöffnungen-im-bezirk-pankow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,31,12,9,11,6,8,6,11,5,5,4,6,6,3,3,1,1,1,1,2,2,4,3
bevölkerungszahlen-berlin,2,2,4,4,1,1,1,1,,,2,2,1,1,3,3,4,4,4,4,2,2,7,4,3,2,3,2,4,2,1,1,3,2,1,1,,,2,1,3,3,2,2,1,1,2,2,3,3,5,4,4,3
gebäudeschäden-1945-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,4,3
postleitzahlen-wms,,,9,9,8,8,7,7,7,6,11,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
vhs-berlin-statistiken-die,,,,,,,,,,,,,,,,,,,,,34,32,12,10,15,11,6,5,1,1,4,4,4,4,7,5,15,6,5,3,3,2,2,2,2,2,11,7,2,2,,,4,3
liste-der-gedenktafeln-berlin,,,1,1,6,6,8,7,5,5,2,2,3,3,1,1,2,2,2,2,3,3,4,4,8,8,3,2,5,5,3,3,4,3,9,5,14,10,13,9,6,6,2,2,1,1,6,4,3,3,4,3,4,3
fnp-flächennutzungsplan-berlin-stand-neubekanntmachung-2015-wfs,,,,,,,,,,,,,1,1,,,,,2,2,5,5,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,1,1,1,1,3,2,,,4,3
standorte-berliner-feuerwehr-direktionen-wfs,,,,,,,,,,,,,,,4,4,4,4,13,9,9,7,11,9,5,5,9,6,19,16,9,7,10,8,11,9,20,12,9,7,7,6,9,9,4,4,4,4,3,3,2,2,4,3
berlin-zoom-sw-ausgabe-wms,,,11,10,8,7,3,3,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
netzstrukturdaten,,,,,1,1,4,4,,,1,1,,,,,1,1,,,,,2,2,,,,,2,2,5,5,,,1,1,3,2,1,1,,,1,1,3,3,,,,,1,1,4,3
grundwassergleichen-2017-umweltatlas-wms,,,,,,,,,,,,,6,6,6,6,8,8,2,2,1,1,6,6,2,1,5,4,6,5,5,5,9,7,5,4,9,4,4,2,2,2,2,2,,,2,2,1,1,,,4,3
angebote-für-berlinpass,,,,,,,,,,,,,2,2,4,4,3,3,10,9,3,3,3,3,2,2,5,4,3,3,2,2,,,,,1,1,1,1,,,2,2,2,2,,,,,1,1,3,3
prüfberichte-der-berliner-heimaufsicht,3,3,1,1,1,1,1,1,,,3,3,1,1,,,2,2,7,6,4,2,,,1,1,5,5,,,8,4,1,1,1,1,7,5,1,1,4,2,3,2,1,1,2,1,,,1,1,3,3
rbs-bezirke-dezember-2016,11,10,4,4,6,5,12,11,6,5,6,4,6,6,3,3,1,1,2,2,1,1,2,2,7,6,4,4,1,1,1,1,2,2,4,2,3,2,16,8,2,2,2,1,,,2,1,,,7,6,3,3
einrichtungen-und-projekte-für-kinder-jugendliche-und-familien,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3
datenberlinde-metadaten,8,6,,,3,3,9,8,2,2,5,5,5,5,2,2,,,2,2,5,3,5,5,6,5,4,3,5,5,6,4,1,1,,,11,4,,,2,2,1,1,2,2,5,3,6,4,4,4,3,3
abschlussbericht-der-ag-open-data-berlin,3,3,1,1,3,2,5,4,3,3,4,2,3,2,2,2,1,1,3,3,,,1,1,4,4,1,1,,,,,,,2,2,,,3,1,,,,,,,,,,,2,2,3,3
geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-wms,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,4,3,2,2,2,1,6,5,,,12,6,1,1,,,,,,,,,2,1,3,3
wohnatlas-berlin-umgewandelte-wohnungen-2017-von-miet-eigentumswohnungen-wms,,,,,,,,,,,,,,,1,1,,,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,,,,,,1,1,,,1,1,,,,,,,2,2,3,3
adressen-im-inspire-datenmodell-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,4,4,5,4,3,3
grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze-spielplätze-wfs,,,1,1,1,1,,,2,2,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
3d-gebäudemodelle-im-level-detail-1-lod-1-atom,,,,,,,,,,,,,6,5,3,3,4,3,11,10,8,6,15,11,3,3,10,8,4,3,3,3,10,6,10,7,21,9,3,1,,,,,,,,,,,,,3,3
tourismus-berlin-2016,2,2,3,3,7,7,3,3,5,3,6,6,7,7,3,3,,,6,5,1,1,6,5,9,7,18,12,1,1,4,4,3,3,3,3,1,1,10,4,2,2,2,2,1,1,5,4,5,2,2,2,3,3
alkis-berlin-land-wfs,,,,,,,,,,,,,3,3,4,4,1,1,1,1,,,2,2,2,2,,,2,2,7,6,2,2,7,4,,,1,1,3,3,1,1,1,1,8,8,3,3,,,3,3
zu-erwartender-mittlerer-höchster-grundwasserstand-zemhgw-flurabstand-umweltatlas-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,9,8,4,4,3,3
statistische-blöcke-des-rbs-wfs,,,,,,,,,,,,,3,3,5,5,1,1,5,5,9,6,1,1,6,5,8,3,4,4,,,5,5,25,19,20,7,21,8,4,3,2,2,,,2,2,2,2,2,2,3,3
blockkarte-1-5000-isu5-raumbezug-umweltatlas-2015-wms-1,,,,,,,,,,,,,3,2,5,5,16,15,10,10,9,7,14,11,13,10,6,6,11,11,17,17,22,22,24,21,17,12,7,4,12,11,5,5,24,20,45,44,33,32,30,26,3,3
statistische-blöcke-des-rbs-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
berlin-um-1650-wms-2,,,,,,,,,,,,,3,3,10,9,4,4,3,2,1,1,6,6,2,2,1,1,8,8,3,2,3,3,10,8,7,3,8,4,9,9,6,6,8,7,11,11,6,5,13,13,3,3
straßenbefahrung-2014-streugutbehälter-wfs-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,3,3
ladesäulen-im-öffentlichen-und-halböffentlichen-raum,1,1,5,3,3,2,5,3,1,1,4,2,8,7,1,1,,,5,4,2,2,4,4,,,4,3,5,3,6,6,,,,,7,3,5,2,1,1,,,1,1,1,1,4,4,2,2,3,3
